"applicant_id","applicant_date","applicant_time","cust_id","applicant_income","coapplicant_income","credit_history","property_area","loan_amount","loan_amount_term","loan_account_id"
"2508050002","20250805","152512","CI00000645","2231","2774","0.00","Urban","176","360","202508050002"
"2508050003","20250805","153549","CI00000610","3010","3136","0.00","Urban",\N,"360","202508050003"
"2508050004","20250805","143428","CI00000519","4917","0","0.00","Rural","130","360","202508050004"
"2508050005","20250805","153549","CI00000505","4483","0","0.00","Semiurban","135","360","202508050005"
"2508050006","20250805","140555","CI00000304","4600","0","1.00","Semiurban","73","180","202508050006"
"2508050007","20250805","143428","CI00000204","4166","0","1.00","Semiurban","44","360","202508050007"
"2508050008","20250805","115520","CI00000182","3800","3600","0.00","Urban","216","360","202508050008"
"2508050009","20250805","152512","CI00000090","2740","1541","1.00","Urban","101","360","202508050009"
"2508050010","20250805","103050","CI00000076","0","24000","0.00","Rural","148","360","202508050010"
"2508060001","20250806","114513","CI00000472","1800","2934","0.00","Urban","93","360","202508060001"
"2508060002","20250806","114513","CI00000082","3772","833","0.00","Semiurban","57","360","202508060002"
"2508070001","20250807","115520","CI00000980","9200","0","1.00","Rural","98","180","202508070001"
"2508070002","20250807","152512","CI00000948","7603","1213","1.00","Urban","197","360","202508070002"
"2508070003","20250807","143428","CI00000024","2600","3500","1.00","Urban","115",\N,"202508070003"
"2508080001","20250808","142728","CI00000509","4342","189","1.00","Semiurban","124","360","202508080001"
"2508080002","20250808","140555","CI00000484","20233","0","1.00","Rural","480","360","202508080002"
"2508080003","20250808","095512","CI00000311","9328","0","1.00","Rural","188","180","202508080003"
"2508080004","20250808","095512","CI00000131","1378","1881","1.00","Urban","167","360","202508080004"
"2508090001","20250809","131421","CI00000583","2747","2458","1.00","Semiurban","118","36","202508090001"
"2508090002","20250809","154707","CI00000170","4700","0","0.00","Semiurban","135","360","202508090002"
"2508100001","20250810","132149","CI00000818","14987","0","1.00","Rural","177","360","202508100001"
"2508100002","20250810","115520","CI00000707","7333","8333","0.00","Rural","175","300","202508100002"
"2508100003","20250810","152512","CI00000480","2000","0","1.00","Urban",\N,"360","202508100003"
"2508100004","20250810","140555","CI00000349","150","1800","1.00","Rural","135","360","202508100004"
"2508100005","20250810","132149","CI00000188","3572","4114","0.00","Rural","152",\N,"202508100005"
"2508100006","20250810","132149","CI00000173","3445","0","0.00","Semiurban","130","360","202508100006"
"2508110001","20250811","143428","CI00000819","570","2125","1.00","Rural","68","360","202508110001"
"2508110002","20250811","111550","CI00000672","7250","1667","0.00","Urban","110",\N,"202508110002"
"2508110003","20250811","131421","CI00000448","1811","1666","1.00","Urban","54","360","202508110003"
"2508110004","20250811","143428","CI00000444","4053","2426","0.00","Urban","158","360","202508110004"
"2508110005","20250811","111550","CI00000402","2783","1456","1.00","Urban","113","360","202508110005"
"2508110006","20250811","111550","CI00000147","2958","2900","1.00","Semiurban","131","360","202508110006"
"2508110007","20250811","140555","CI00000004","2583","2358","1.00","Urban","120","360","202508110007"
"2508120001","20250812","152512","CI00000735","24797","0","1.00","Semiurban","240","360","202508120001"
"2508120002","20250812","153549","CI00000160","4188","0","1.00","Semiurban","115","180","202508120002"
"2508120003","20250812","140555","CI00000139","2419","1707","1.00","Urban","124","360","202508120003"
"2508130001","20250813","152512","CI00000585","5124","0","0.00","Rural","124",\N,"202508130001"
"2508130002","20250813","111550","CI00000477","1625","1803","1.00","Urban","96","360","202508130002"
"2508130003","20250813","140555","CI00000289","4167","4754","1.00","Rural","160","360","202508130003"
"2508140001","20250814","132149","CI00000863","3358","0","1.00","Semiurban","80","36","202508140001"
"2508140002","20250814","152512","CI00000765","18333","0","1.00","Urban","500","360","202508140002"
"2508140003","20250814","131421","CI00000763","1958","2436","1.00","Rural","131","360","202508140003"
"2508140004","20250814","153549","CI00000325","8333","3750","1.00","Rural","187","360","202508140004"
"2508140005","20250814","131421","CI00000208","3692","0","0.00","Rural","93","360","202508140005"
"2508140006","20250814","140555","CI00000079","4363","1250","0.00","Urban","140","360","202508140006"
"2508150001","20250815","115520","CI00000812","6065","2004","1.00","Semiurban","250","360","202508150001"
"2508150002","20250815","154707","CI00000785","2600","1700","1.00","Rural","107","360","202508150002"
"2508150003","20250815","095512","CI00000686","2425","2340","1.00","Semiurban","143","360","202508150003"
"2508150004","20250815","114513","CI00000682","6500","0","0.00","Rural","105","360","202508150004"
"2508150005","20250815","152512","CI00000675","4606","0","1.00","Rural","81","360","202508150005"
"2508150006","20250815","111550","CI00000657","2995","0","1.00","Urban","60","360","202508150006"
"2508150007","20250815","095512","CI00000656","2149","3237","0.00","Semiurban","178","360","202508150007"
"2508150008","20250815","153549","CI00000655","3844","0","1.00","Urban","105","360","202508150008"
"2508150009","20250815","103050","CI00000511","3166","2985","0.00","Rural","132","360","202508150009"
"2508150010","20250815","115520","CI00000452","3158","3053","1.00","Rural","89","360","202508150010"
"2508150011","20250815","140555","CI00000424","4095","3447","1.00","Rural","151","360","202508150011"
"2508150012","20250815","140555","CI00000334","3917","0","1.00","Semiurban","124","360","202508150012"
"2508150013","20250815","154707","CI00000245","14866","0","1.00","Urban","70","360","202508150013"
"2508150014","20250815","131421","CI00000163","1759","3541","1.00","Semiurban","131","360","202508150014"
"2508150015","20250815","152512","CI00000060","3748","1668","1.00","Semiurban","110","360","202508150015"
"2508160001","20250816","114513","CI00000517","15000","0","1.00","Rural","300","360","202508160001"
"2508160002","20250816","140555","CI00000199","3829","1103","0.00","Urban","163","360","202508160002"
"2508160003","20250816","131011","CI00000093","3366","2200","1.00","Rural","135","360","202508160003"
"2508170001","20250817","111550","CI00000945","2726","0","0.00","Semiurban","106","360","202508170001"
"2508170002","20250817","142728","CI00000899","4467","0","0.00","Rural","120","360","202508170002"
"2508170003","20250817","142728","CI00000839","7500","0","1.00","Rural","183","360","202508170003"
"2508170004","20250817","101052","CI00000681","8624","0","1.00","Semiurban","150","360","202508170004"
"2508170005","20250817","143428","CI00000654","2253","2033","1.00","Rural","110","360","202508170005"
"2508170006","20250817","140555","CI00000469","3564","0","1.00","Rural","79","360","202508170006"
"2508180001","20250818","142728","CI00000794","3271","0","1.00","Rural","90","360","202508180001"
"2508180002","20250818","152512","CI00000660","1600","20000","1.00","Urban","239","360","202508180002"
"2508180003","20250818","154707","CI00000635","2860","2988","1.00","Urban","138","360","202508180003"
"2508180004","20250818","103050","CI00000406","5000","0","1.00","Rural","148","360","202508180004"
"2508180005","20250818","111550","CI00000357","4258","0","1.00","Urban","125","360","202508180005"
"2508180006","20250818","152512","CI00000075","4000","2275","1.00","Semiurban","144","360","202508180006"
"2508190001","20250819","142728","CI00000899","4467","0","0.00","Rural","120","360","202508190001"
"2508190002","20250819","103050","CI00000766","5769","0","1.00","Semiurban","110","180","202508190002"
"2508190003","20250819","111550","CI00000297","1762","2666","0.00","Urban","104","360","202508190003"
"2508190004","20250819","142728","CI00000179","11417","1126","1.00","Urban","225","360","202508190004"
"2508190005","20250819","114513","CI00000142","3500","3077","1.00","Semiurban","160","360","202508190005"
"2508190006","20250819","132149","CI00000053","2275","2067","1.00","Urban",\N,"360","202508190006"
"2508200001","20250820","142728","CI00000434","2833","1857","1.00","Rural","126","360","202508200001"
"2508200002","20250820","114513","CI00000127","3167","4000","0.00","Semiurban","180","300","202508200002"
"2508200003","20250820","140555","CI00000124","3750","0","1.00","Urban","113","480","202508200003"
"2508210001","20250821","131011","CI00000966","3400","2500","1.00","Semiurban","173","360","202508210001"
"2508210002","20250821","142728","CI00000899","4467","0","0.00","Rural","120","360","202508210002"
"2508210003","20250821","132149","CI00000458","3075","2416","1.00","Rural","139","360","202508210003"
"2508210004","20250821","154707","CI00000455","4124","0","1.00","Semiurban","115","360","202508210004"
"2508210005","20250821","153549","CI00000340","3418","0","1.00","Semiurban","127","360","202508210005"
"2508210006","20250821","115520","CI00000152","4133","0","1.00","Semiurban","122","360","202508210006"
"2508220001","20250822","115520","CI00000047","4666","0","1.00","Semiurban","124","360","202508220001"
"2508220002","20250822","153549","CI00000025","7660","0","0.00","Urban","104","360","202508220002"
"2508230001","20250823","103050","CI00000979","5000","2393","1.00","Rural","158","360","202508230001"
"2508230002","20250823","142728","CI00000899","4467","0","0.00","Rural","120","360","202508230002"
"2508230003","20250823","114513","CI00000847","2917","536","1.00","Rural","66","360","202508230003"
"2508230004","20250823","140555","CI00000739","6000","0","1.00","Rural","140","360","202508230004"
"2508230005","20250823","153549","CI00000670","10000","0","1.00","Urban",\N,"360","202508230005"
"2508230006","20250823","115520","CI00000557","2625","6250","1.00","Rural","187","360","202508230006"
"2508230007","20250823","152512","CI00000075","4000","2275","1.00","Semiurban","144","360","202508230007"
"2508240001","20250824","153549","CI00000943","5316","187","0.00","Semiurban","158","180","202508240001"
"2508240002","20250824","131011","CI00000843","2550","2042","1.00","Rural","126","360","202508240002"
"2508240003","20250824","115520","CI00000752","16525","1014","1.00","Rural","150","360","202508240003"
"2508240004","20250824","095512","CI00000371","3333","1250","1.00","Semiurban","110","360","202508240004"
"2508240005","20250824","153549","CI00000280","8000","0","1.00","Semiurban","200","360","202508240005"
"2508240006","20250824","140555","CI00000139","2419","1707","1.00","Urban","124","360","202508240006"
"2508250001","20250825","153549","CI00000973","4158","709","1.00","Urban","115","360","202508250001"
"2508250002","20250825","142728","CI00000899","4467","0","0.00","Rural","120","360","202508250002"
"2508250003","20250825","154707","CI00000050","5667","0","1.00","Urban","131","360","202508250003"
"2508260001","20250826","095512","CI00000431","4150","4256","1.00","Rural","209","360","202508260001"
"2508260002","20250826","154707","CI00000365","2014","2925","1.00","Rural","120","360","202508260002"
"2508260003","20250826","103050","CI00000226","13518","0","1.00","Rural","390","360","202508260003"
"2508270001","20250827","142728","CI00000899","4467","0","0.00","Rural","120","360","202508270001"
"2508270002","20250827","132149","CI00000893","5923","2054","1.00","Rural","211","360","202508270002"
"2508270003","20250827","143428","CI00000474","4483","0","1.00","Rural","130","360","202508270003"
"2508270004","20250827","140555","CI00000469","3564","0","1.00","Rural","79","360","202508270004"
"2508270005","20250827","114513","CI00000352","5000","0","0.00","Semiurban","72","360","202508270005"
"2508270006","20250827","131421","CI00000343","3430","1250","0.00","Semiurban","128","360","202508270006"
"2508270007","20250827","101052","CI00000306","3625","0","1.00","Semiurban","108","360","202508270007"
"2508270008","20250827","142728","CI00000269","1596","1760","0.00","Urban","119","360","202508270008"
"2508270009","20250827","152512","CI00000045","12173","0","0.00","Semiurban","166","360","202508270009"
"2508280001","20250828","131011","CI00000783","3597","2157","0.00","Rural","119","360","202508280001"
"2508280002","20250828","115520","CI00000647","3867","0","1.00","Semiurban","62","360","202508280002"
"2508280003","20250828","095512","CI00000236","5042","2083","1.00","Rural","185","360","202508280003"
"2508280004","20250828","140555","CI00000109","1750","2024","1.00","Semiurban","90","360","202508280004"
"2508280005","20250828","142728","CI00000104","3643","1963","1.00","Urban","138","360","202508280005"
"2508280006","20250828","154707","CI00000080","4230","0","1.00","Semiurban","112","360","202508280006"
"2508280007","20250828","152512","CI00000075","4000","2275","1.00","Semiurban","144","360","202508280007"
"2508290001","20250829","142728","CI00000899","4467","0","0.00","Rural","120","360","202508290001"
"2508290002","20250829","142728","CI00000884","3887","2669","1.00","Semiurban","162","360","202508290002"
"2508290003","20250829","103050","CI00000616","5184","0","0.00","Semiurban","187","360","202508290003"
"2508290004","20250829","114513","CI00000157","2484","2302","1.00","Semiurban","137","360","202508290004"
"2508290005","20250829","153549","CI00000055","9226","7916","1.00","Urban","300","360","202508290005"
"2508290006","20250829","132149","CI00000038","4226","1040","1.00","Urban","110","360","202508290006"
"2508290007","20250829","103050","CI00000016","1853","2840","1.00","Rural","114","360","202508290007"
"2508300001","20250830","114513","CI00000925","8334","0","1.00","Urban","260","360","202508300001"
"2508300002","20250830","095512","CI00000821","2031","1632","1.00","Semiurban","113","480","202508300002"
"2508300003","20250830","101052","CI00000576","4750","2333","1.00","Urban","130","360","202508300003"
"2508300004","20250830","111550","CI00000567","4213","0","1.00","Urban","80","360","202508300004"
"2508300005","20250830","131421","CI00000538","2855","542","1.00","Urban","90","360","202508300005"
"2508300006","20250830","101052","CI00000456","1141","2017","0.00","Urban","120","360","202508300006"
"2508300007","20250830","154707","CI00000065","2083","0","1.00","Urban","28","180","202508300007"
"2508310001","20250831","142728","CI00000899","4467","0","0.00","Rural","120","360","202508310001"
"2508310002","20250831","115520","CI00000857","2239","2524","1.00","Urban","128","360","202508310002"
"2508310003","20250831","115520","CI00000332","3992","0","1.00","Urban",\N,"180","202508310003"
"2508310004","20250831","152512","CI00000255","4452","0","1.00","Rural","131","360","202508310004"
"2509010001","20250901","142728","CI00000764","3547","0","0.00","Rural","80","360","202509010001"
"2509010002","20250901","131421","CI00000748","4691","0","1.00","Semiurban","100","360","202509010002"
"2509010003","20250901","103050","CI00000091","2708","1167","1.00","Semiurban","97","360","202509010003"
"2509020001","20250902","152512","CI00000948","7603","1213","1.00","Urban","197","360","202509020001"
"2509020002","20250902","111550","CI00000867","4768","0","1.00","Rural","125","360","202509020002"
"2509020003","20250902","131011","CI00000783","3597","2157","0.00","Rural","119","360","202509020003"
"2509020004","20250902","142728","CI00000629","5180","0","0.00","Urban","125","360","202509020004"
"2509020005","20250902","154707","CI00000500","3717","0","1.00","Semiurban","120","360","202509020005"
"2509020006","20250902","143428","CI00000324","3125","2583","1.00","Semiurban","170","360","202509020006"
"2509030001","20250903","115520","CI00000980","9200","0","1.00","Rural","98","180","202509030001"
"2509030002","20250903","095512","CI00000551","3173","0","1.00","Semiurban","74","360","202509030002"
"2509030003","20250903","095512","CI00000506","4521","1184","1.00","Semiurban","150","360","202509030003"
"2509030004","20250903","152512","CI00000420","2060","2209","1.00","Semiurban","134","360","202509030004"
"2509030005","20250903","103050","CI00000211","23803","0","1.00","Rural","370","360","202509030005"
"2509040001","20250904","140555","CI00000619","2583","2115","0.00","Urban","120","360","202509040001"
"2509040002","20250904","095512","CI00000146","2750","0","0.00","Urban","130","360","202509040002"
"2509050001","20250905","103050","CI00000979","5000","2393","1.00","Rural","158","360","202509050001"
"2509050002","20250905","101052","CI00000969","8550","4255","0.00","Urban","96","360","202509050002"
"2509050003","20250905","114513","CI00000832","5285","1430","0.00","Semiurban","161","360","202509050003"
"2509050004","20250905","153549","CI00000040","2185","1516","1.00","Semiurban","162","360","202509050004"
"2509050005","20250905","103050","CI00000031","2165","3422","1.00","Urban","152","360","202509050005"
"2509060001","20250906","142728","CI00000599","4310","0","0.00","Semiurban","130","360","202509060001"
"2509060002","20250906","131011","CI00000483","2431","1820","0.00","Rural","110","360","202509060002"
"2509060003","20250906","152512","CI00000390","6250","1300","1.00","Rural","108","360","202509060003"
"2509060004","20250906","152512","CI00000240","3500","3250","1.00","Semiurban","140","360","202509060004"
"2509060005","20250906","153549","CI00000115","4163","1475","1.00","Urban","162","360","202509060005"
"2509070001","20250907","101052","CI00000939","4283","3000","1.00","Rural","172","84","202509070001"
"2509070002","20250907","114513","CI00000832","5285","1430","0.00","Semiurban","161","360","202509070002"
"2509070003","20250907","095512","CI00000686","2425","2340","1.00","Semiurban","143","360","202509070003"
"2509070004","20250907","095512","CI00000596","4817","923","1.00","Urban","120","180","202509070004"
"2509070005","20250907","154707","CI00000545","2378","0","1.00","Rural","46","360","202509070005"
"2509080001","20250908","132149","CI00000728","3508","0","1.00","Rural","99","360","202509080001"
"2509080002","20250908","103050","CI00000631","2889","0","0.00","Urban","45","180","202509080002"
"2509080003","20250908","143428","CI00000444","4053","2426","0.00","Urban","158","360","202509080003"
"2509080004","20250908","153549","CI00000235","4609","2333","0.00","Semiurban","123","360","202509080004"
"2509080005","20250908","132149","CI00000023","4887","0","1.00","Rural","133","360","202509080005"
"2509090001","20250909","131421","CI00000838","4281","0","1.00","Urban","100","360","202509090001"
"2509090002","20250909","114513","CI00000832","5285","1430","0.00","Semiurban","161","360","202509090002"
"2509090003","20250909","115520","CI00000797","1792","2565","1.00","Urban","128","360","202509090003"
"2509090004","20250909","111550","CI00000537","5503","4490","1.00","Semiurban","70",\N,"202509090004"
"2509090005","20250909","132149","CI00000473","2875","1750","1.00","Semiurban","105","360","202509090005"
"2509090006","20250909","131011","CI00000408","16250","0","0.00","Urban","192","360","202509090006"
"2509100001","20250910","101052","CI00000846","3617","0","1.00","Semiurban","107","360","202509100001"
"2509100002","20250910","111550","CI00000837","1025","5500","0.00","Rural","216","360","202509100002"
"2509100003","20250910","154707","CI00000035","9560","0","1.00","Semiurban","191","360","202509100003"
"2509110001","20250911","131421","CI00000793","3166","2833","1.00","Urban","145","360","202509110001"
"2509110002","20250911","143428","CI00000294","2045","1619","1.00","Rural","101","360","202509110002"
"2509110003","20250911","103050","CI00000286","3417","0","1.00","Urban","102","360","202509110003"
"2509110004","20250911","114513","CI00000097","2500","3796","1.00","Urban","120","360","202509110004"
"2509120001","20250912","101052","CI00000651","2513","1110","1.00","Semiurban","107","360","202509120001"
"2509120002","20250912","153549","CI00000310","674","5296","1.00","Rural","168","360","202509120002"
"2509120003","20250912","154707","CI00000185","5316","0","1.00","Urban","136","360","202509120003"
"2509120004","20250912","131421","CI00000073","2645","3440","0.00","Urban","120","360","202509120004"
"2509130001","20250913","114513","CI00000911","2292","1558","1.00","Urban","119","360","202509130001"
"2509130002","20250913","131421","CI00000868","5000","0","0.00","Semiurban","103","360","202509130002"
"2509130003","20250913","143428","CI00000519","4917","0","0.00","Rural","130","360","202509130003"
"2509130004","20250913","152512","CI00000465","1750","2935","0.00","Semiurban","94","360","202509130004"
"2509130005","20250913","153549","CI00000370","3716","0","1.00","Rural","42","180","202509130005"
"2509130006","20250913","140555","CI00000319","3858","0","1.00","Semiurban","76","360","202509130006"
"2509130007","20250913","103050","CI00000226","13518","0","1.00","Rural","390","360","202509130007"
"2509140001","20250914","131421","CI00000917","3972","4275","1.00","Rural","187","360","202509140001"
"2509140002","20250914","103050","CI00000481","3762","1666","1.00","Rural","135","360","202509140002"
"2509140003","20250914","095512","CI00000431","4150","4256","1.00","Rural","209","360","202509140003"
"2509150001","20250915","132149","CI00000848","6417","0","1.00","Rural","157","180","202509150001"
"2509150002","20250915","140555","CI00000604","6000","0","1.00","Urban","156","360","202509150002"
"2509150003","20250915","131011","CI00000528","2000","1600","1.00","Rural","115","360","202509150003"
"2509150004","20250915","114513","CI00000427","7895","0","1.00","Rural","143","360","202509150004"
"2509150005","20250915","101052","CI00000291","4344","736","1.00","Semiurban","87","360","202509150005"
"2509160001","20250916","152512","CI00000963","3676","4301","1.00","Rural","172","360","202509160001"
"2509160002","20250916","154707","CI00000923","6858","0","1.00","Rural","176","360","202509160002"
"2509160003","20250916","114513","CI00000802","3814","1483","1.00","Semiurban","124","300","202509160003"
"2509160004","20250916","131011","CI00000693","2858","0","0.00","Rural","123","360","202509160004"
"2509160005","20250916","114513","CI00000667","3186","3145","0.00","Semiurban","150","180","202509160005"
"2509160006","20250916","111550","CI00000597","2166","2166","0.00","Urban","108","360","202509160006"
"2509160007","20250916","132149","CI00000218","3066","0","1.00","Semiurban","95","360","202509160007"
"2509160008","20250916","154707","CI00000110","3200","2254","0.00","Urban","126","180","202509160008"
"2509170001","20250917","142728","CI00000599","4310","0","0.00","Semiurban","130","360","202509170001"
"2509170002","20250917","114513","CI00000562","2423","505","1.00","Semiurban","130","360","202509170002"
"2509170003","20250917","101052","CI00000336","3244","0","1.00","Urban","80","360","202509170003"
"2509180001","20250918","140555","CI00000649","2274","5211","0.00","Semiurban","117","360","202509180001"
"2509180002","20250918","143428","CI00000264","4583","5625","1.00","Semiurban","255","360","202509180002"
"2509190001","20250919","140555","CI00000889","6958","1411","1.00","Rural","150","360","202509190001"
"2509190002","20250919","152512","CI00000420","2060","2209","1.00","Semiurban","134","360","202509190002"
"2509190003","20250919","143428","CI00000279","2237","0","0.00","Semiurban","63","480","202509190003"
"2509190004","20250919","114513","CI00000217","6080","2569","0.00","Rural","182","360","202509190004"
"2509200001","20250920","140555","CI00000908","2400","0","1.00","Urban","46","360","202509200001"
"2509200002","20250920","140555","CI00000499","3399","1640","1.00","Urban","111","180","202509200002"
"2509200003","20250920","154707","CI00000305","33846","0","1.00","Semiurban","260","360","202509200003"
"2509200004","20250920","111550","CI00000252","2577","3750","1.00","Rural","152","360","202509200004"
"2509210001","20250921","131421","CI00000931","6540","0","1.00","Semiurban","205","360","202509210001"
"2509210002","20250921","142728","CI00000479","3017","2845","0.00","Urban","159","180","202509210002"
"2509210003","20250921","140555","CI00000274","9323","0","1.00","Urban","75","180","202509210003"
"2509210004","20250921","131011","CI00000168","13650","0","1.00","Urban",\N,"360","202509210004"
"2509210005","20250921","095512","CI00000026","5955","5625","1.00","Urban","315","360","202509210005"
"2509220001","20250922","142728","CI00000824","3400","0","1.00","Rural","95","360","202509220001"
"2509220002","20250922","140555","CI00000784","3326","913","1.00","Semiurban","105","84","202509220002"
"2509220003","20250922","115520","CI00000692","1926","1851","1.00","Semiurban","50","360","202509220003"
"2509220004","20250922","142728","CI00000659","2600","0","1.00","Urban","160","360","202509220004"
"2509220005","20250922","111550","CI00000552","2583","2330","1.00","Rural","125","360","202509220005"
"2509220006","20250922","153549","CI00000235","4609","2333","0.00","Semiurban","123","360","202509220006"
"2509220007","20250922","140555","CI00000079","4363","1250","0.00","Urban","140","360","202509220007"
"2509230001","20250923","153549","CI00000865","2526","1783","1.00","Rural","145","360","202509230001"
"2509230002","20250923","140555","CI00000784","3326","913","1.00","Semiurban","105","84","202509230002"
"2509230003","20250923","131011","CI00000288","5708","5625","1.00","Semiurban","187","360","202509230003"
"2509230004","20250923","154707","CI00000275","4523","1350","1.00","Urban","165","360","202509230004"
"2509230005","20250923","153549","CI00000070","3410","0","1.00","Urban","88",\N,"202509230005"
"2509240001","20250924","132149","CI00000578","3013","3033","0.00","Urban","95","300","202509240001"
"2509240002","20250924","101052","CI00000501","2058","2134","0.00","Urban","88","360","202509240002"
"2509240003","20250924","103050","CI00000211","23803","0","1.00","Rural","370","360","202509240003"
"2509250001","20250925","152512","CI00000765","18333","0","1.00","Urban","500","360","202509250001"
"2509250002","20250925","140555","CI00000334","3917","0","1.00","Semiurban","124","360","202509250002"
"2509250003","20250925","153549","CI00000250","6835","0","0.00","Semiurban","188","360","202509250003"
"2509250004","20250925","153549","CI00000025","7660","0","0.00","Urban","104","360","202509250004"
"2509260001","20250926","111550","CI00000837","1025","5500","0.00","Rural","216","360","202509260001"
"2509260002","20250926","132149","CI00000533","63337","0","1.00","Urban","490","180","202509260002"
"2509260003","20250926","131011","CI00000243","11757","0","1.00","Urban","187","180","202509260003"
"2509270001","20250927","114513","CI00000517","15000","0","1.00","Rural","300","360","202509270001"
"2509270002","20250927","095512","CI00000491","5746","0","0.00","Rural","144","84","202509270002"
"2509270003","20250927","152512","CI00000360","2971","2791","1.00","Semiurban","144","360","202509270003"
"2509280001","20250928","142728","CI00000599","4310","0","0.00","Semiurban","130","360","202509280001"
"2509280002","20250928","111550","CI00000492","2918","0","0.00","Rural","65","360","202509280002"
"2509280003","20250928","111550","CI00000222","2014","1929","1.00","Urban","74","360","202509280003"
"2509280004","20250928","131011","CI00000078","3086","0","1.00","Semiurban","120","360","202509280004"
"2509290001","20250929","114513","CI00000925","8334","0","1.00","Urban","260","360","202509290001"
"2509290002","20250929","153549","CI00000850","2138","0","0.00","Semiurban","99","360","202509290002"
"2509290003","20250929","114513","CI00000502","4000","3917","1.00","Rural","173","360","202509290003"
"2509290004","20250929","143428","CI00000069","4695","0","1.00","Urban","96",\N,"202509290004"
"2509300001","20250930","095512","CI00000929","3418","1380","1.00","Urban","135","360","202509300001"
"2509300002","20250930","142728","CI00000918","3159","461","1.00","Urban","108","84","202509300002"
"2509300003","20250930","131011","CI00000858","3017","663","0.00","Semiurban","102","360","202509300003"
"2509300004","20250930","152512","CI00000630","1500","1800","0.00","Semiurban","103","360","202509300004"
"2509300005","20250930","103050","CI00000466","6875","0","1.00","Semiurban","200","360","202509300005"
"2509300006","20250930","140555","CI00000439","3103","1300","1.00","Urban","80","360","202509300006"
"2509300007","20250930","142728","CI00000389","2965","5701","1.00","Urban","155","60","202509300007"
"2510010001","20251001","140555","CI00000769","2166","2057","1.00","Semiurban","122","360","202510010001"
"2510010002","20251001","142728","CI00000629","5180","0","0.00","Urban","125","360","202510010002"
"2510010003","20251001","111550","CI00000537","5503","4490","1.00","Semiurban","70",\N,"202510010003"
"2510020001","20251002","132149","CI00000698","7142","0","1.00","Rural","138","360","202510020001"
"2510020002","20251002","101052","CI00000396","4742","717","1.00","Semiurban","139","360","202510020002"
"2510020003","20251002","140555","CI00000304","4600","0","1.00","Semiurban","73","180","202510020003"
"2510020004","20251002","142728","CI00000089","2783","2708","1.00","Urban","158","360","202510020004"
"2510030001","20251003","132149","CI00000848","6417","0","1.00","Rural","157","180","202510030001"
"2510030002","20251003","103050","CI00000541","2500","4600","1.00","Rural","176","360","202510030002"
"2510030003","20251003","142728","CI00000179","11417","1126","1.00","Urban","225","360","202510030003"
"2510030004","20251003","132149","CI00000173","3445","0","0.00","Semiurban","130","360","202510030004"
"2510030005","20251003","142728","CI00000089","2783","2708","1.00","Urban","158","360","202510030005"
"2510040001","20251004","152512","CI00000555","3083","2168","1.00","Urban","126","360","202510040001"
"2510040002","20251004","115520","CI00000452","3158","3053","1.00","Rural","89","360","202510040002"
"2510040003","20251004","142728","CI00000359","4009","1717","1.00","Semiurban","116","360","202510040003"
"2510040004","20251004","132149","CI00000233","14999","0","0.00","Semiurban","242","360","202510040004"
"2510040005","20251004","153549","CI00000190","5050","0","1.00","Semiurban","118","360","202510040005"
"2510050001","20251005","153549","CI00000973","4158","709","1.00","Urban","115","360","202510050001"
"2510050002","20251005","115520","CI00000965","2400","3800","1.00","Urban",\N,"180","202510050002"
"2510050003","20251005","143428","CI00000729","4354","0","1.00","Rural","136","360","202510050003"
"2510050004","20251005","114513","CI00000712","3539","1376","1.00","Rural","55","360","202510050004"
"2510050005","20251005","143428","CI00000384","3315","0","1.00","Semiurban","96","360","202510050005"
"2510050006","20251005","131011","CI00000333","3500","1083","1.00","Urban","135","360","202510050006"
"2510050007","20251005","103050","CI00000196","6356","0","1.00","Rural","50","360","202510050007"
"2510050008","20251005","131421","CI00000088","11500","0","0.00","Urban","286","360","202510050008"
"2510060001","20251006","140555","CI00000937","5817","910","1.00","Urban","109","360","202510060001"
"2510060002","20251006","143428","CI00000879","16000","5000","1.00","Semiurban","40","360","202510060002"
"2510060003","20251006","115520","CI00000872","2667","1542","1.00","Rural","148","360","202510060003"
"2510060004","20251006","131421","CI00000778","3691","0","1.00","Rural","110","360","202510060004"
"2510060005","20251006","143428","CI00000609","3500","2168","1.00","Rural","149","360","202510060005"
"2510060006","20251006","131421","CI00000598","8750","4996","1.00","Rural","130","360","202510060006"
"2510060007","20251006","114513","CI00000562","2423","505","1.00","Semiurban","130","360","202510060007"
"2510060008","20251006","142728","CI00000224","2718","0","1.00","Semiurban","70","360","202510060008"
"2510060009","20251006","111550","CI00000042","1442","0","1.00","Urban","35","360","202510060009"
"2510070001","20251007","142728","CI00000932","1836","33837","1.00","Urban","90","360","202510070001"
"2510070002","20251007","103050","CI00000436","3900","0","1.00","Semiurban","90","360","202510070002"
"2510070003","20251007","131011","CI00000348","3850","983","1.00","Semiurban","100","360","202510070003"
"2510070004","20251007","152512","CI00000030","3717","2925","0.00","Semiurban","151","360","202510070004"
"2510080001","20251008","101052","CI00000891","19484","0","1.00","Semiurban","600","360","202510080001"
"2510080002","20251008","131011","CI00000708","3417","738","0.00","Rural","100","360","202510080002"
"2510080003","20251008","152512","CI00000225","3459","0","1.00","Semiurban","25","120","202510080003"
"2510080004","20251008","153549","CI00000040","2185","1516","1.00","Semiurban","162","360","202510080004"
